# Joint metrics table generated from MetricsOutput.tsv files parsed with file_parser.py / Parse_section_tsv.
# WORKFLOW_TYPE and WORKFLOW_VERSION identify whether each row came from DRAGEN or LocalApp.
# RECORD_TYPE identifies DNA_SAMPLE, RNA_SAMPLE, LOWER_THRESHOLD, or UPPER_THRESHOLD rows.
# DNA-specific metric columns use the DNA_ prefix. RNA-specific metric columns use the RNA_ prefix. Metadata columns do not use DNA_ or RNA_ prefixes.
# Interpret metrics cautiously when multiple workflows contribute data because similarly named metrics can be generated or formatted differently across workflows.
SAMPLE_ID	RUN	WORKFLOW_TYPE	WORKFLOW_VERSION	RECORD_TYPE	COMPLETED_ALL_STEPS	FAILED_STEPS	PCT_PF_READS	PCT_Q30_R1	PCT_Q30_R2	STEPS_NOT_EXECUTED	DNA_ALLELE_DOSAGE_RATIO	DNA_CONTAMINATION_P_VALUE	DNA_CONTAMINATION_SCORE	DNA_COVERAGE_MAD	DNA_EXCESSIVE_TF	DNA_GENE_SCALED_MAD	DNA_MEAN_FAMILY_SIZE	DNA_MEAN_TARGET_COVERAGE	DNA_MEDIAN_BIN_COUNT_CNV_TARGET	DNA_MEDIAN_EXON_COVERAGE	DNA_MEDIAN_INSERT_SIZE	DNA_MEDIAN_TARGET_COVERAGE	DNA_MEDIAN_TARGET_HRD_COVERAGE	DNA_PCT_ALIGNED_READS	DNA_PCT_CHIMERIC_READS	DNA_PCT_CONTAMINATION_EST	DNA_PCT_EXON_100X	DNA_PCT_EXON_50X	DNA_PCT_PF_UQ_READS	DNA_PCT_Q30_BASES	DNA_PCT_READ_ENRICHMENT	DNA_PCT_SOFT_CLIPPED_BASES	DNA_PCT_TARGET_0_4X_MEAN	DNA_PCT_TARGET_100X	DNA_PCT_TARGET_250X	DNA_PCT_TARGET_50X	DNA_PCT_TARGET_HRD_50X	DNA_PCT_USABLE_UMI_READS	DNA_TOTAL_PF_READS	DNA_USABLE_MSI_SITES	RNA_GENE_ABOVE_MEDIAN_CUTOFF	RNA_GENE_MEDIAN_COVERAGE	RNA_MEDIAN_CV_GENE_500X	RNA_MEDIAN_INSERT_SIZE	RNA_PCT_CHIMERIC_READS	RNA_PCT_ON_TARGET_READS	RNA_PCT_Q30_BASES	RNA_PCT_SOFT_CLIPPED_BASES	RNA_SCALED_MEDIAN_GENE_COVERAGE	RNA_TOTAL_ON_TARGET_READS	RNA_TOTAL_PF_READS
TVR0014	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVR0017	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0018	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0020	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0022	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0024	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0026	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0028	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0030	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0032	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0034	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0036	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0038	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0040	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0042	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0044	250321_A02134_0073_BHTMFHDRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
LSL_Guideline	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.000	0	0.000	NA	NA	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	9000000	NA
USL_Guideline	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	0.049	3106	0.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93.00	NA	NA	NA	NA	NA	NA	NA	NA
IPD0086-D01-d02-A22_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	172	0.089	NA	NA	3.6	537.8	7.0	522	102	496.0	NA	97.6	1.05	0.5	98.9	99.4	100.0	NA	77.7	NA	95.5	98.1	93.8	NA	NA	99.9	121481898	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD0086-R03-d02-A22_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.75	116	0.14	93.9	NA	NA	4265.3	22055596	23500130
IPD0781-D01-P91-A29-0015_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	800	0.104	NA	NA	4.4	257.0	4.2	247	70	235.0	NA	94.8	2.51	1.2	95.2	98.8	100.0	NA	72.0	NA	92.4	92.9	43.9	NA	NA	99.9	104292786	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1704-R03-X11-A30_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.05	113	0.15	93.8	NA	NA	4236.8	21227551	22642700
IPD1724-D01-r01-A09_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	0.357	1923	0.198	NA	NA	12.1	94.0	1.3	84	87	84.0	NA	98.1	0.69	6.6	35.8	86.5	100.0	NA	81.8	NA	93.5	36.4	1.4	NA	NA	99.9	79805322	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1724-R03-d01-A09_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70.33	100	0.20	90.9	NA	NA	3128.3	16963811	18651818
IPD1736-D01-X01-A08_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	366	0.094	NA	NA	2.4	733.5	7.5	592	115	586.0	NA	98.8	0.54	0.6	98.4	99.0	100.0	NA	81.6	NA	91.6	97.9	94.0	NA	NA	99.8	93669592	121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1736-R03-X01-A08_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.45	105	0.20	95.2	NA	NA	3228.7	17322621	18203038
IPD1737-R03-d11-A24_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.43	117	0.15	94.6	NA	NA	4834.3	22972165	24283098
IPD1747-D01-P02-A24_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	71	0.085	NA	NA	3.5	363.7	5.2	382	96	365.0	NA	96.9	0.71	0.6	97.7	98.8	100.0	NA	80.7	NA	93.8	96.4	79.8	NA	NA	99.9	80081506	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1747-R03-P02-A24_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.08	104	0.16	94.6	NA	NA	3609.3	19408575	20508770
IPD1752-R03-X11-M17_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.91	112	0.15	92.1	NA	NA	3462.5	16755725	18196232
IPD1755-D01-P01-A12_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	52	0.075	NA	NA	4.2	349.9	5.0	368	101	360.0	NA	98.8	0.54	0.6	97.6	98.8	100.0	NA	80.9	NA	94.9	96.8	81.7	NA	NA	99.9	90122470	91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1755-R03-P01-A12_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65.18	106	0.14	94.4	NA	NA	4360.7	22047016	23357844
IPD1756-D01-D01-A00_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	145	0.118	NA	NA	2.9	505.0	6.4	505	109	487.0	NA	98.3	0.90	0.8	98.3	99.0	100.0	NA	79.9	NA	94.0	97.2	91.1	NA	NA	99.9	84838682	92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1756-R03-D01-A00_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.16	120	0.17	93.3	NA	NA	4412.8	21567496	23115668
IPD1757-D01-d01-A23_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	730	0.129	NA	NA	2.9	555.6	6.6	539	123	517.0	NA	98.3	0.78	2.5	98.5	99.1	100.0	NA	77.5	NA	94.0	98.0	92.2	NA	NA	99.8	90452418	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1757-R03-d01-A23_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	59.04	120	0.09	95.0	NA	NA	5259.0	25159247	26495266
IPD1758-D01-D01-A24_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	377	0.165	NA	NA	4.8	219.4	3.4	218	76	205.0	NA	92.6	0.48	2.3	87.9	96.6	100.0	NA	80.7	NA	87.5	84.5	35.7	NA	NA	99.9	83080276	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1758-R03-D01-A24_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.73	116	0.14	92.6	NA	NA	4489.2	21814008	23569588
IPD1759-D01-D01-A09_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	0.686	1600	0.114	NA	NA	7.0	201.2	3.0	204	92	202.0	NA	98.2	0.47	5.9	93.9	98.3	100.0	NA	82.0	NA	95.6	92.8	22.0	NA	NA	99.9	91313238	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1759-R03-D01-A09_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.41	98	0.13	93.2	NA	NA	2980.7	15249617	16362190
IPD1760-D01-P01-A08_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	13	0.113	NA	NA	2.5	574.2	7.4	588	110	569.0	NA	98.0	0.50	0.4	98.3	99.0	100.0	NA	79.8	NA	93.8	97.3	93.0	NA	NA	99.8	83695292	101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1761-D01-R01-A30_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	1430	0.140	NA	NA	3.4	238.1	4.5	239	64	230.0	NA	97.6	2.73	1.6	94.8	98.5	100.0	NA	74.1	NA	93.6	93.0	42.0	NA	NA	99.9	79696356	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1761-R03-R01-A30_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	RNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.29	90	0.16	92.0	NA	NA	2557.5	14351634	15599174
IPD1764-D01-D01-A21_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	109	0.076	NA	NA	4.9	260.2	3.8	280	93	263.0	NA	98.7	0.58	0.8	96.0	98.6	100.0	NA	83.5	NA	92.9	93.6	54.7	NA	NA	99.9	79453468	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1764-R03-D01-A21_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.50	99	0.21	93.1	NA	NA	3735.7	20646178	22173848
IPD1767-D01-D01-A19_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	361	0.103	NA	NA	3.3	394.0	5.8	408	95	402.0	NA	98.8	0.27	0.7	98.0	98.9	100.0	NA	83.6	NA	95.0	97.2	87.3	NA	NA	99.9	80433426	112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1767-R03-D01-A19_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.85	98	0.16	93.6	NA	NA	3650.8	21146232	22587390
IPD1768-D01-d01-A28_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	47	0.071	NA	NA	4.3	419.9	5.8	437	102	425.0	NA	98.7	0.49	0.5	98.0	99.0	100.0	NA	83.6	NA	94.2	97.1	86.5	NA	NA	99.9	104675136	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IPD1768-R03-d01-A28_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.69	107	0.13	93.4	NA	NA	4796.7	24831777	26587844
IPD1777-D01-P01-A08_P	250321_A02134_0073_BHTMFHDRX5	localapp	ruo-2.2.0.12	DNA_SAMPLE	TRUE	NA	80.3	93.3	90.2	NA	NA	1.000	13	0.080	NA	NA	3.2	583.1	7.8	606	110	594.0	NA	98.8	0.25	0.4	98.4	99.1	100.0	NA	81.5	NA	94.2	97.8	93.5	NA	NA	99.8	105547598	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LSL_Guideline	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	LOWER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.000	NA	NA	1.0	150	70	NA	NA	NA	NA	NA	NA	90.0	NA	NA	NA	NA	NA	NA	NA	NA	50.0	NA	NA	40	NA	NA	0.00	80	NA	NA	NA	NA	NA	2500000	NA
USL_Guideline	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	UPPER_THRESHOLD	NA	NA	NA	NA	NA	NA	NA	NA	1457	NA	0	0.134	NA	NA	NA	NA	NA	NA	NA	NA	8.00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
TVD0016	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0014	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVR0017	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0018	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0020	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
TVD0022	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	DNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	50.000	NA	300	NA	0	0.066	1.2	929.2	9.3	1024	148	947.0	284.0	99.3	0.11	17.0	99.8	99.8	NA	90.95	63.2	2.16	92.7	99.4	97.0	99.7	99.6	99.7	95960542	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TVR0024	250404_A02134_0079_BHTLC7DRX5	dragen	2.6.2.4	RNA_SAMPLE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	966.24	0.48	150	0.46	71.4	90.60	2.18	2682.5	11889549	16645676
